OD,Dia.,Lg. Max,Min.,Max.,"Rate, lbs./mm",Rate N/mm,Material,Pkg. Qty.,Part Number,Pkg.,Lg.
12,1.1,110.4,0.89,6.7,0.085,0.378098837,302 Stainless Steel,2,8464N357,17.03,17.00
10,1.4,76.8,3.47,15.66,0.461,2.050630165,302 Stainless Steel,2,8464N317,21.09,21.00
7,1,81.7,1.84,8.48,0.22,0.978608755,302 Stainless Steel,2,8464N244,19.13,19.00
8,1.6,61.5,8.71,27.34,1.911,8.500551507,302 Stainless Steel,2,8464N276,21.81,21.00
10,0.9,142.2,0.57,4.49,0.043,0.191273529,302 Stainless Steel,2,8464N309,17.66,17.00
7.5,0.7,153.5,0.38,2.88,0.025,0.11120554,302 Stainless Steel,2,8464N261,17.31,17.00
7,1.4,70.87,6.67,21.35,1.196,5.320073052,302 Stainless Steel,2,8464N253,19.66,19.00
10,2,76.3,13.61,41.2,2.396,10.65793899,302 Stainless Steel,1,8464N326,16.63,16.00
20,2.8,103,13.87,54.87,1.439,6.400990904,302 Stainless Steel,1,8464N452,17.41,17.00
6,0.55,243.74,0.22,1.78,0.009,0.040033995,302 Stainless Steel,2,8464N214,15.88,15.00
11,1,224.4,0.72,5.54,0.031,0.13789487,302 Stainless Steel,2,8464N335,17.84,17.00
25,5,90.9,85.08,207.87,14.887,66.22067519,302 Stainless Steel,1,8464N492,17.03,17.00
11,1,311.81,0.72,5.54,0.022,0.097860876,302 Stainless Steel,2,8464N336,17.69,17.00
20,4,148.3,54.45,141.76,4.757,21.16019022,302 Stainless Steel,1,8464N459,20.19,20.00
20,1.8,387,2.29,16.29,0.054,0.240203967,302 Stainless Steel,1,8464N448,18.44,18.00
22,4.5,163.9,71.72,178.09,5.843,25.9909589,302 Stainless Steel,1,8464N477,17.47,17.00
12,1.1,465.79,0.89,6.7,0.018,0.080067989,302 Stainless Steel,1,8464N361,11.94,11.00
17,1.6,449.82,2,13.86,0.04,0.177928865,302 Stainless Steel,1,8464N428,14.12,14.00
45,4,366,10.97,67.6,0.283,1.258846717,302 Stainless Steel,1,8464N535,34.19,34.00
25,3.6,268.1,24.19,88.58,0.818,3.638645281,302 Stainless Steel,1,8464N49,21.72,21.00
40,3.6,492,9.14,56.93,0.164,0.729508345,302 Stainless Steel,1,8464N531,43.53,43.00
25,5,237.69,85.08,207.87,4.278,19.02949207,302 Stainless Steel,1,8464N495,19.5,19.00
32,4.5,337,36.12,128.28,0.937,4.167983654,302 Stainless Steel,1,8464N517,34.09,34.00
25,3.6,345.38,24.19,88.58,0.593,2.637795418,302 Stainless Steel,1,8464N491,22.84,22.00
36,5,376,43.55,151.31,1,4.448221615,302 Stainless Steel,1,8464N527,47.47,47.00
25,5,324.85,85.08,207.87,3.006,13.37135418,302 Stainless Steel,1,8464N496,20.84,20.00
8.5,1.2,515,2.59,11.76,0.045,0.200169973,302 Stainless Steel,1,8464N289,13.53,13.00
12,1.8,465,6.53,26.4,0.128,0.569372367,302 Stainless Steel,1,8464N371,15.16,15.00
17,1.6,865.19,2,13.86,0.02,0.088964432,302 Stainless Steel,1,8464N43,15.44,15.00
13,1.2,951.9,1.08,7.9,0.011,0.048930438,302 Stainless Steel,2,8464N38,20.44,20.00
3.5,0.7,13.5,1.67,6.9,2.5,11.12055404,Music-Wire Steel,2,7678N149,$11.22 ,11.00
5.5,0.5,25.8,0.18,1.75,0.11,0.489304378,Music-Wire Steel,2,7678N193,11.45,11.00
7,0.63,46.5,0.27,2.74,0.09,0.400339945,Music-Wire Steel,2,7678N243,11.22,11.00
5.5,0.5,52.9,0.18,1.75,0.05,0.222411081,Music-Wire Steel,2,7678N195,11.22,11.00
2.5,0.5,26.3,0.86,3.61,0.5,2.224110808,Music-Wire Steel,2,7678N114,12.7,12.00
5,0.7,39.6,0.88,5.08,0.28,1.245502052,Music-Wire Steel,2,7678N18,11.22,11.00
5.5,1.1,29.7,4.12,16.36,2.47,10.98710739,Music-Wire Steel,2,7678N212,11.53,11.00
9,0.8,59.7,0.45,4.27,0.11,0.489304378,Music-Wire Steel,2,7678N301,11.22,11.00
7,0.63,67.2,0.27,2.74,0.06,0.266893297,Music-Wire Steel,2,7678N244,11.55,11.00
10,0.9,65.3,0.57,5.39,0.12,0.533786594,Music-Wire Steel,2,7678N317,11.5,11.00
8.5,1.2,46,2.59,14.11,0.76,3.380648428,Music-Wire Steel,2,7678N292,11.45,11.00
7,1,54.4,1.85,10.18,0.41,1.823770862,Music-Wire Steel,2,7678N253,11.53,11.00
8.5,1.2,65.6,2.59,14.11,0.49,2.179628591,Music-Wire Steel,2,7678N293,11.47,11.00
3,0.63,59.1,1.49,5.88,0.38,1.690324214,Music-Wire Steel,2,7678N13,12.47,12.00
11,2.2,58.1,16.48,58.22,4.92,21.88525035,Music-Wire Steel,1,7678N359,9.42,9.00
6,1.2,62.4,4.91,19.17,1.18,5.248901506,Music-Wire Steel,2,7678N23,11.32,11.00
15,2.2,78.1,9.36,44.51,1.6,7.117154584,Music-Wire Steel,1,7678N421,9.25,9.00
9,1.8,68.8,11.04,40.46,2.59,11.52089398,Music-Wire Steel,2,7678N311,12.7,12.00
5,1,71.8,3.4,13.66,0.69,3.069272915,Music-Wire Steel,2,7678N19,11.47,11.00
8.5,1.2,98.6,2.59,14.11,0.3,1.334466485,Music-Wire Steel,2,7678N294,12.47,12.00
18,2.5,93.6,10.89,53.27,1.5,6.672332423,Music-Wire Steel,1,7678N442,9.25,9.00
7,0.63,216.3,0.27,2.74,0.02,0.088964432,Music-Wire Steel,2,7678N247,11,11.00
13,1.2,178.2,1.08,9.48,0.07,0.311375513,Music-Wire Steel,2,7678N385,12.05,12.00
10,0.9,206,0.57,5.39,0.03,0.133446648,Music-Wire Steel,2,7678N32,11.5,11.00
10,1.4,115.1,3.47,18.79,0.35,1.556877565,Music-Wire Steel,2,7678N328,11.3,11.00
15,2.2,111.2,9.36,44.51,1.02,4.537186048,Music-Wire Steel,1,7678N422,9.75,9.00
25,5,90.9,85.1,249.53,17.87,79.48972027,Music-Wire Steel,1,7678N504,10.75,10.00
6.3,0.9,138.4,1.49,8.34,0.12,0.533786594,Music-Wire Steel,2,7678N239,$11.85 ,11.00
10,2,101.9,13.63,49.45,1.96,8.718514366,Music-Wire Steel,1,7678N337,9.15,9.00
18,2.5,133.1,10.89,53.27,0.96,4.270292751,Music-Wire Steel,1,7678N443,9.78,9.00
13,1.2,258.2,1.08,9.48,0.05,0.222411081,Music-Wire Steel,2,7678N386,15.65,15.00
11,2.2,111.4,16.48,58.22,2.16,9.608158689,Music-Wire Steel,1,7678N361,9.15,9.00
20,2.8,146.4,13.88,65.86,1.1,4.893043777,Music-Wire Steel,1,7678N465,9.93,9.00
36,5,128.8,43.55,181.64,4.81,21.39594597,Music-Wire Steel,1,7678N536,10.68,10.00
11,1,326.7,0.72,6.65,0.03,0.133446648,Music-Wire Steel,2,7678N346,11.6,11.00
15,2.2,166.2,9.36,44.51,0.64,2.846861834,Music-Wire Steel,1,7678N423,9.93,9.00
36,5,178.5,43.55,181.64,2.99,13.30018263,Music-Wire Steel,1,7678N537,12.62,12.00
28,4,199.6,29.41,126.79,1.7,7.561976746,Music-Wire Steel,1,7678N517,10.55,10.00
22,2,419,2.88,24.05,0.08,0.355857729,Music-Wire Steel,1,7678N478,9.25,9.00
25,5,183.7,85.1,249.53,7.15,31.80478455,Music-Wire Steel,1,7678N506,11.9,11.00
32,4.5,226.6,36.13,153.99,1.81,8.051281124,Music-Wire Steel,1,7678N528,12.4,12.00
24,2.2,448,3.56,28.55,0.09,0.400339945,Music-Wire Steel,1,7678N496,10.62,10.00
25,3.6,268.1,24.19,106.33,0.98,4.359257183,Music-Wire Steel,1,7678N502,11.55,11.00
36,3.2,453,7.02,54.62,0.17,0.756197675,Music-Wire Steel,1,7678N534,15.05,15.00
28,2.5,522,4.34,35.29,0.09,0.400339945,Music-Wire Steel,1,7678N513,15.85,15.00
11,1.6,317.2,4.88,24.95,0.16,0.711715458,Music-Wire Steel,2,7678N356,12.8,12.00
28,4,298,29.41,126.79,1.06,4.715114912,Music-Wire Steel,1,7678N518,15.55,15.00
25,5,242.4,85.1,249.53,4.92,21.88525035,Music-Wire Steel,1,7678N507,11.75,11.00
14,2,397.4,7.36,36.86,0.19,0.845162107,Music-Wire Steel,1,7678N404,10,11.00
25,5,331.6,85.1,249.53,3.45,15.34636457,Music-Wire Steel,1,7678N508,12.77,12.00
32,4.5,448.3,36.13,153.99,0.78,3.46961286,Music-Wire Steel,1,7678N53,14.85,14.00
18,2.5,504.4,10.89,53.27,0.21,0.934126539,Music-Wire Steel,1,7678N447,10.58,10.00
50,4.5,858,14.28,101.38,0.17,0.756197675,Music-Wire Steel,1,7678N554,22.18,22.00
55,5,921,18.06,122.07,0.19,0.845162107,Music-Wire Steel,1,7678N559,28.58,28.00
1.6002,0.1778,13.716,0.03,0.32,0.039370079,0.175126835,Music-Wire Steel,5,5108N001,14.3,6.35
1.6002,0.1778,18.542,0.03,0.32,0.027559055,0.122588785,Music-Wire Steel,5,5108N002,14.05,6.35
1.6002,0.2032,11.684,0.04,0.45,0.078740157,0.35025367,Music-Wire Steel,5,5108N006,14.58,6.35
1.6002,0.2032,15.24,0.04,0.45,0.05511811,0.245177569,Music-Wire Steel,5,5108N007,14.58,6.35
1.6002,0.2286,10.16,0.06,0.62,0.145669291,0.64796929,Music-Wire Steel,5,5108N013,14.58,6.35
1.6002,0.2286,13.208,0.06,0.62,0.106299213,0.472842455,Music-Wire Steel,5,5108N014,14.05,6.35
1.6002,0.2794,8.636,0.1,1.09,0.437007874,1.943907871,Music-Wire Steel,5,5108N02,14.05,6.35
1.6002,0.2794,11.176,0.1,1.09,0.311023622,1.383501998,Music-Wire Steel,5,5108N021,14.05,6.35
1.6002,0.1778,23.622,0.03,0.32,0.019685039,0.087563418,Music-Wire Steel,5,5108N003,14.05,9.53
1.6002,0.2032,19.05,0.04,0.45,0.043307087,0.192639519,Music-Wire Steel,5,5108N008,14.05,9.53
1.6002,0.2286,16.51,0.06,0.62,0.082677165,0.367766354,Music-Wire Steel,5,5108N015,14.58,9.53
1.6002,0.2794,13.97,0.1,1.09,0.232283465,1.033248328,Music-Wire Steel,5,5108N022,14.58,9.53
2.3876,0.254,21.336,0.05,0.6,0.047244094,0.210152202,Music-Wire Steel,5,5108N027,14.05,9.53
2.3876,0.2794,18.288,0.06,0.7,0.07480315,0.332740987,Music-Wire Steel,5,5108N034,14.05,9.53
2.3876,0.3048,16.764,0.1,1,0.125984252,0.560405873,Music-Wire Steel,5,5108N041,14.05,9.53
2.3876,0.3302,15.24,0.1,1.15,0.181102362,0.805583442,Music-Wire Steel,5,5108N048,14.05,9.53
2.3876,0.3556,14.478,0.17,1.5,0.279527559,1.24340053,Music-Wire Steel,5,5108N055,14.05,9.53
2.3876,0.4064,13.208,0.19,2.15,0.559055118,2.486801061,Music-Wire Steel,5,5108N062,14.05,9.53
3.048,0.4064,14.478,0.2,1.6,0.311023622,1.383501998,Music-Wire Steel,5,5108N073,10.97,9.53
3.048,0.4572,13.208,0.2,2.2,0.566929134,2.521826428,Music-Wire Steel,5,5108N083,11.4,9.53
1.6002,0.1778,28.448,0.03,0.32,0.015748031,0.070050734,Music-Wire Steel,5,5108N004,14.05,12.70
1.6002,0.1778,33.274,0.03,0.32,0.015748031,0.070050734,Music-Wire Steel,5,5108N005,14.05,12.70
1.6002,0.2032,23.114,0.04,0.45,0.035433071,0.157614152,Music-Wire Steel,5,5108N009,14.58,12.70
1.6002,0.2032,26.67,0.04,0.45,0.027559055,0.122588785,Music-Wire Steel,5,5108N01,14.05,12.70
1.6002,0.2286,19.558,0.06,0.62,0.066929134,0.29771562,Music-Wire Steel,5,5108N016,14.58,12.70
1.6002,0.2286,22.86,0.06,0.62,0.05511811,0.245177569,Music-Wire Steel,5,5108N017,14.05,12.70
1.6002,0.2794,16.51,0.1,1.09,0.188976378,0.840608809,Music-Wire Steel,5,5108N023,14.58,12.70
1.6002,0.2794,18.796,0.1,1.09,0.161417323,0.718020025,Music-Wire Steel,5,5108N024,14.05,12.70
2.3876,0.254,26.162,0.05,0.6,0.035433071,0.157614152,Music-Wire Steel,5,5108N028,14.05,12.70
2.3876,0.254,31.242,0.05,0.6,0.031496063,0.140101468,Music-Wire Steel,5,5108N029,14.05,12.70
2.3876,0.2794,22.098,0.06,0.7,0.059055118,0.262690253,Music-Wire Steel,5,5108N035,14.05,12.70
2.3876,0.2794,26.162,0.06,0.7,0.047244094,0.210152202,Music-Wire Steel,5,5108N036,14.05,12.70
2.3876,0.3048,20.828,0.1,1,0.094488189,0.420304405,Music-Wire Steel,5,5108N042,14.58,12.70
2.3876,0.3048,24.13,0.1,1,0.078740157,0.35025367,Music-Wire Steel,5,5108N043,14.05,12.70
2.3876,0.3302,18.542,0.1,1.15,0.141732283,0.630456607,Music-Wire Steel,5,5108N049,14.05,12.70
2.3876,0.3302,21.59,0.1,1.15,0.118110236,0.525380506,Music-Wire Steel,5,5108N05,14.05,12.70
2.3876,0.3556,17.272,0.17,1.5,0.216535433,0.963197594,Music-Wire Steel,5,5108N056,14.05,12.70
2.3876,0.3556,20.066,0.17,1.5,0.181102362,0.805583442,Music-Wire Steel,5,5108N057,14.58,12.70
2.3876,0.4064,15.748,0.19,2.15,0.433070866,1.926395188,Music-Wire Steel,5,5108N063,14.05,12.70
2.3876,0.4064,18.034,0.19,2.15,0.362204724,1.611166884,Music-Wire Steel,5,5108N064,14.05,12.70
3.048,0.4064,20.828,0.2,1.6,0.181102362,0.805583442,Music-Wire Steel,5,5108N074,11.4,12.70
3.048,0.508,17.272,0.3,3,0.594488189,2.644415212,Music-Wire Steel,5,5108N091,10.97,12.70
3.175,0.3556,19.1516,0.15,0.76,0.094488189,0.420304405,Music-Wire Steel,12,9654K941,11.07,12.70
3.175,0.4572,15.6464,0.41,1.52,0.376377953,1.674212545,Music-Wire Steel,12,9654K942,11.07,12.70
4.572,0.5588,18.542,0.2,2.6,0.413385827,1.83883177,Music-Wire Steel,3,9044K31,5.89,12.70
4.572,0.6604,16.764,0.4,4.2,0.956692913,4.255582097,Music-Wire Steel,5,5108N155,15.97,12.70
4.572,0.7874,15.494,0.6,6.8,2.338582677,10.40253401,Music-Wire Steel,5,5108N176,17.32,12.70
4.7752,0.4064,18.5674,0.11,0.75,0.109055118,0.485101334,Music-Wire Steel,12,9654K943,11.07,12.70
4.7752,0.508,15.748,0.28,1.41,0.370472441,1.64794352,Music-Wire Steel,12,9654K944,11.07,12.70
6.096,0.6604,15.24,0.3,3.3,1.137795276,5.061165539,Music-Wire Steel,5,5108N22,15.67,12.70
1.6002,0.2032,34.036,0.04,0.45,0.023622047,0.105076101,Music-Wire Steel,5,5108N011,14.05,15.88
1.6002,0.2286,28.702,0.06,0.62,0.043307087,0.192639519,Music-Wire Steel,5,5108N018,14.58,15.88
1.6002,0.2794,23.622,0.1,1.09,0.125984252,0.560405873,Music-Wire Steel,5,5108N025,14.58,15.88
2.3876,0.254,40.64,0.05,0.6,0.023622047,0.105076101,Music-Wire Steel,5,5108N03,14.05,15.88
2.3876,0.2794,34.036,0.06,0.7,0.035433071,0.157614152,Music-Wire Steel,5,5108N037,14.58,15.88
2.3876,0.3048,30.988,0.1,1,0.059055118,0.262690253,Music-Wire Steel,5,5108N044,14.58,15.88
2.3876,0.3302,27.686,0.1,1.15,0.086614173,0.385279038,Music-Wire Steel,5,5108N051,14.05,15.88
2.3876,0.3556,25.654,0.17,1.5,0.133858268,0.59543124,Music-Wire Steel,5,5108N058,14.58,15.88
2.3876,0.4064,23.114,0.19,2.15,0.267716535,1.19086248,Music-Wire Steel,5,5108N065,14.05,15.88
3.048,0.4064,27.178,0.2,1.6,0.12992126,0.577918556,Music-Wire Steel,5,5108N075,10.97,15.88
3.048,0.508,22.098,0.3,3,0.42519685,1.891369821,Music-Wire Steel,5,5108N092,12.12,15.88
3.048,0.5588,20.574,0.35,3.89,0.720472441,3.204821085,Music-Wire Steel,5,5108N103,12.12,15.88
3.175,0.3556,25.7556,0.15,0.76,0.061811024,0.274949131,Music-Wire Steel,12,9654K945,11.07,15.88
3.175,0.4572,20.4216,0.41,1.52,0.244488189,1.087537647,Music-Wire Steel,12,9654K946,11.07,15.88
4.572,0.3556,44.45,0.07,0.77,0.023622047,0.105076101,Music-Wire Steel,5,5108N115,17.32,15.88
4.572,0.4572,31.877,0.14,1.55,0.086614173,0.385279038,Music-Wire Steel,3,9044K11,5.89,15.88
4.572,0.5588,25.781,0.2,2.6,0.248031496,1.103299062,Music-Wire Steel,3,9044K33,5.89,15.88
4.572,0.6096,23.876,0.31,3.45,0.38976378,1.733755669,Music-Wire Steel,5,5108N143,15.67,15.88
4.572,0.6604,22.352,0.4,4.2,0.590551181,2.626902529,Music-Wire Steel,5,5108N156,15.67,15.88
4.572,0.7366,20.955,0.52,5.82,1.043307087,4.640861134,Music-Wire Steel,3,9044K53,5.89,15.88
4.572,0.7874,20.066,0.6,6.8,1.488188976,6.619794372,Music-Wire Steel,5,5108N177,15.97,15.88
4.572,0.8636,19.05,0.81,8.97,2.433070866,10.82283842,Music-Wire Steel,5,5108N19,15.67,15.88
4.7752,0.4064,28.4734,0.11,0.75,0.050787402,0.225913617,Music-Wire Steel,12,9654K947,11.07,15.88
4.7752,0.508,22.5552,0.28,1.41,0.168897638,0.751294123,Music-Wire Steel,12,9654K948,11.07,15.88
6.096,0.4572,32.639,0.11,1.18,0.062992126,0.280202936,Music-Wire Steel,3,9044K176,5.89,15.88
6.096,0.5588,26.924,0.19,2.07,0.169291339,0.753045392,Music-Wire Steel,5,5108N208,15.67,15.88
6.096,0.6604,23.622,0.3,3.3,0.381889764,1.698730302,Music-Wire Steel,5,5108N221,17.32,15.88
6.096,0.7366,22.225,0.4,4.5,0.649606299,2.889592782,Music-Wire Steel,3,9044K111,5.89,15.88
6.096,0.7874,21.336,0.5,5.3,0.897637795,3.992891844,Music-Wire Steel,5,5108N251,15.67,15.88
6.096,0.8636,20.32,0.65,7,1.417322835,6.304566069,Music-Wire Steel,5,5108N269,15.67,15.88
6.096,0.9398,19.685,0.8,8.7,2.153543307,9.579437888,Music-Wire Steel,3,9044K139,5.89,15.88
6.096,1.0414,19.812,2,13,3.11023622,13.83501998,Music-Wire Steel,1,8594N105,4.37,15.88
1.6002,0.2032,41.656,0.04,0.45,0.019685039,0.087563418,Music-Wire Steel,5,5108N012,14.05,19.05
1.6002,0.2286,35.56,0.06,0.62,0.035433071,0.157614152,Music-Wire Steel,5,5108N019,15.13,19.05
1.6002,0.2794,28.956,0.1,1.09,0.098425197,0.437817088,Music-Wire Steel,5,5108N026,14.58,19.05
2.3876,0.254,50.8,0.05,0.6,0.015748031,0.070050734,Music-Wire Steel,5,5108N031,14.05,19.05
2.3876,0.2794,42.672,0.06,0.7,0.027559055,0.122588785,Music-Wire Steel,5,5108N038,14.3,19.05
2.3876,0.3048,38.1,0.1,1,0.047244094,0.210152202,Music-Wire Steel,5,5108N045,14.05,19.05
2.3876,0.3302,34.29,0.1,1.15,0.066929134,0.29771562,Music-Wire Steel,5,5108N052,14.58,19.05
2.3876,0.3556,31.242,0.17,1.5,0.106299213,0.472842455,Music-Wire Steel,5,5108N059,15.53,19.05
2.3876,0.4064,28.448,0.19,2.15,0.208661417,0.928172227,Music-Wire Steel,5,5108N066,14.58,19.05
3.048,0.3556,51.054,0.1,1.3,0.038188976,0.16987303,Music-Wire Steel,1,8594N101,3.9,19.05
3.048,0.508,27.432,0.3,3,0.326771654,1.453552733,Music-Wire Steel,5,5108N093,10.97,19.05
3.048,0.5588,25.4,0.35,3.89,0.551181102,2.451775693,Music-Wire Steel,5,5108N104,10.97,19.05
3.175,0.3048,39.4716,0.08,0.49,0.02007874,0.089314686,Music-Wire Steel,1,9654K591,4.17,19.05
3.175,0.3556,32.4104,0.15,0.76,0.045669291,0.203147129,Music-Wire Steel,12,9654K949,11.07,19.05
3.175,0.4064,27.94,0.26,1.1,0.094488189,0.420304405,Music-Wire Steel,12,9654K951,11.07,19.05
3.175,0.4572,25.1714,0.41,1.52,0.181102362,0.805583442,Music-Wire Steel,12,9654K952,11.07,19.05
3.175,0.508,23.5204,0.58,2.04,0.325984252,1.450050196,Music-Wire Steel,12,9654K953,11.07,19.05
3.175,0.5842,21.8186,0.98,2.98,0.719685039,3.201318548,Music-Wire Steel,12,9654K954,11.07,19.05
4.572,0.3556,60.96,0.07,0.77,0.015748031,0.070050734,Music-Wire Steel,5,5108N116,15.67,19.05
4.572,0.4572,42.164,0.14,1.55,0.059055118,0.262690253,Music-Wire Steel,3,9044K104,5.89,19.05
4.572,0.5588,33.274,0.2,2.6,0.173228346,0.770558075,Music-Wire Steel,3,9044K128,5.89,19.05
4.572,0.6096,30.48,0.31,3.45,0.271653543,1.208375163,Music-Wire Steel,5,5108N144,17.32,19.05
4.572,0.6604,28.448,0.4,4.2,0.417322835,1.856344454,Music-Wire Steel,5,5108N157,15.67,19.05
4.572,0.7366,26.162,0.52,5.82,0.744094488,3.309897186,Music-Wire Steel,3,9044K55,5.89,19.05
4.572,0.7874,24.892,0.6,6.8,1.066929134,4.745937235,Music-Wire Steel,5,5108N178,15.97,19.05
4.572,0.8636,23.622,0.81,8.97,1.75984252,7.828169536,Music-Wire Steel,5,5108N191,16.27,19.05
4.7752,0.4064,38.4048,0.11,0.75,0.033070866,0.147106542,Music-Wire Steel,12,9654K955,11.07,19.05
4.7752,0.4572,33.0454,0.18,1.05,0.062204724,0.2767004,Music-Wire Steel,12,9654K956,11.07,19.05
4.7752,0.508,29.3624,0.28,1.41,0.109448819,0.486852602,Music-Wire Steel,12,9654K957,11.07,19.05
4.7752,0.5842,25.8318,0.49,2.08,0.234645669,1.043755938,Music-Wire Steel,12,9654K958,11.07,19.05
4.7752,0.635,24.2824,0.68,2.62,0.371259843,1.651446056,Music-Wire Steel,12,9654K959,11.07,19.05
6.096,0.4572,49.784,0.11,1.18,0.035433071,0.157614152,Music-Wire Steel,3,9044K178,5.89,19.05
6.096,0.5588,38.862,0.19,2.07,0.094488189,0.420304405,Music-Wire Steel,3,9044K194,5.89,19.05
6.096,0.6604,32.766,0.3,3.3,0.220472441,0.980710277,Music-Wire Steel,5,5108N222,15.67,19.05
6.096,0.7366,29.718,0.4,4.5,0.385826772,1.716242985,Music-Wire Steel,3,9044K113,5.89,19.05
6.096,0.7874,28.194,0.5,5.3,0.543307087,2.416750326,Music-Wire Steel,5,5108N252,17.32,19.05
6.096,0.8636,26.416,0.65,7,0.87007874,3.870303059,Music-Wire Steel,5,5108N27,16.27,19.05
6.096,0.9398,24.892,0.8,8.7,1.350393701,6.006850449,Music-Wire Steel,5,5108N287,15.67,19.05
6.096,1.0414,23.622,1.05,11.65,2.303149606,10.24491986,Music-Wire Steel,5,5108N301,15.67,19.05
7.62,0.9398,25.654,0.65,7.2,1,4.448221615,Music-Wire Steel,3,9044K171,5.89,19.05
9.144,1.143,22.098,0.9,10.2,3.011811024,13.3972029,Music-Wire Steel,3,9044K243,5.89,19.05
2.3876,0.254,59.182,0.05,0.6,0.011811024,0.052538051,Music-Wire Steel,5,5108N032,14.05,22.23
2.3876,0.3048,46.228,0.1,1,0.039370079,0.175126835,Music-Wire Steel,5,5108N046,14.05,22.23
2.3876,0.3556,37.846,0.17,1.5,0.086614173,0.385279038,Music-Wire Steel,5,5108N06,14.05,22.23
3.048,0.4064,41.148,0.2,1.6,0.078740157,0.35025367,Music-Wire Steel,5,5108N076,10.45,22.23
3.048,0.508,32.766,0.3,3,0.263779528,1.173349796,Music-Wire Steel,5,5108N094,10.82,22.23
3.048,0.5588,30.226,0.35,3.89,0.448818898,1.996445922,Music-Wire Steel,5,5108N105,11.4,22.23
3.175,0.3556,38.8874,0.15,0.76,0.036614173,0.162867957,Music-Wire Steel,12,9654K961,11.07,22.23
3.175,0.4572,29.9466,0.41,1.52,0.143700787,0.639212949,Music-Wire Steel,12,9654K962,11.07,22.23
4.572,0.4572,52.705,0.14,1.55,0.047244094,0.210152202,Music-Wire Steel,3,9044K15,5.89,22.23
4.572,0.5588,40.894,0.2,2.6,0.133858268,0.59543124,Music-Wire Steel,5,5108N134,15.67,22.23
4.572,0.6096,37.338,0.31,3.45,0.208661417,0.928172227,Music-Wire Steel,5,5108N145,15.67,22.23
4.572,0.6604,34.544,0.4,4.2,0.322834646,1.436040049,Music-Wire Steel,5,5108N158,15.67,22.23
4.572,0.7366,31.369,0.52,5.82,0.578740157,2.574364478,Music-Wire Steel,3,9044K57,5.89,22.23
4.572,0.7874,29.972,0.6,6.8,0.830708661,3.695176224,Music-Wire Steel,5,5108N179,16.27,22.23
4.572,0.8636,28.194,0.81,8.97,1.377952756,6.129439234,Music-Wire Steel,5,5108N192,15.67,22.23
4.7752,0.4064,48.4378,0.11,0.75,0.024409449,0.108578638,Music-Wire Steel,12,9654K963,11.07,22.23
4.7752,0.508,36.1696,0.28,1.41,0.081102362,0.360761281,Music-Wire Steel,12,9654K964,11.07,22.23
6.096,0.4572,67.945,0.11,1.18,0.023622047,0.105076101,Music-Wire Steel,3,9044K81,5.89,22.23
6.096,0.5588,50.8,0.19,2.07,0.066929134,0.29771562,Music-Wire Steel,5,5108N209,17.32,22.23
6.096,0.6604,41.656,0.3,3.3,0.157480315,0.700507341,Music-Wire Steel,5,5108N223,15.97,22.23
6.096,0.7366,37.211,0.4,4.5,0.275590551,1.225887847,Music-Wire Steel,3,9044K115,5.89,22.23
6.096,0.7874,35.052,0.5,5.3,0.38976378,1.733755669,Music-Wire Steel,5,5108N253,17.32,22.23
6.096,0.8636,32.004,0.65,7,0.62992126,2.802029364,Music-Wire Steel,5,5108N271,17.32,22.23
6.096,0.9398,31.496,1,9.6,0.94488189,4.203044046,Music-Wire Steel,1,8594N104,4.37,22.23
6.096,1.0414,27.686,1,13,2.165354331,9.631975939,Music-Wire Steel,1,8594N106,4.37,22.23
9.1186,0.7874,42.164,0.3,4.1,0.192913386,0.858121493,Music-Wire Steel,1,8594N116,3.59,22.23
9.144,0.7874,35.56,0.33,3.69,0.248031496,1.103299062,Music-Wire Steel,5,5108N359,15.67,22.23
2.3876,0.254,68.326,0.05,0.6,0.011811024,0.052538051,Music-Wire Steel,5,5108N033,14.05,25.40
2.3876,0.2794,59.182,0.06,0.7,0.019685039,0.087563418,Music-Wire Steel,5,5108N04,14.05,25.40
2.3876,0.3048,53.34,0.1,1,0.031496063,0.140101468,Music-Wire Steel,5,5108N047,14.05,25.40
2.3876,0.3302,47.244,0.1,1.15,0.047244094,0.210152202,Music-Wire Steel,5,5108N054,14.05,25.40
2.3876,0.3556,43.18,0.17,1.5,0.07480315,0.332740987,Music-Wire Steel,5,5108N061,14.05,25.40
2.3876,0.4064,38.608,0.19,2.15,0.145669291,0.64796929,Music-Wire Steel,5,5108N068,14.05,25.40
3.048,0.5588,34.544,0.35,3.89,0.381889764,1.698730302,Music-Wire Steel,5,5108N106,10.97,25.40
3.175,0.3556,45.5168,0.15,0.76,0.030314961,0.134847663,Music-Wire Steel,12,9654K965,11.07,25.40
3.175,0.4064,38.8112,0.26,1.1,0.062598425,0.278451668,Music-Wire Steel,12,9654K966,11.07,25.40
3.175,0.4572,34.6964,0.41,1.52,0.119291339,0.530634311,Music-Wire Steel,12,9654K967,11.07,25.40
3.175,0.508,32.2072,0.58,2.04,0.214173228,0.952689984,Music-Wire Steel,12,9654K968,11.07,25.40
4.572,0.3556,93.726,0.07,0.77,0.011811024,0.052538051,Music-Wire Steel,5,5108N117,15.67,25.40
4.572,0.4572,62.484,0.14,1.55,0.039370079,0.175126835,Music-Wire Steel,3,9044K17,5.89,25.40
